HIP	Vmag	_RA.icrs	_DE.icrs
 	mag	deg	deg
------	-----	------------	------------
15815	8.5	50.93448318	-29.1271961
15816	6.51	50.93591927	-32.70708869
15817	9.4	50.94432737	-32.06517785
15818	7.82	50.94611432	58.46946032
15819	7	50.9472047	48.60441661
15820	9.43	50.9552959	-66.91414362
15821	9.24	50.96755492	54.24192641
15822	8.69	50.96772791	13.8372543
15823	8.49	50.96887597	16.72135604
15825	9.46	50.97333603	-29.01991993
15824	9.8	50.97426009	-79.35533114
15826	8.65	50.97431244	-10.8665478
15827	10.51	50.97513139	0.55026823
15828	8.85	50.97551473	-25.23722632
15829	9.06	50.97768319	-2.45976722
15830	8.19	50.97851809	3.04355521
15831	8.04	50.98148502	41.33703843
15832	8.42	50.98596755	45.52560325
15833	8.14	50.98868179	-26.21619581
15834	8.86	50.9950806	-26.21662634
15835	8.6	50.99673592	-30.54288611
15836	7.65	50.99773078	-37.17032638
15837	10.41	50.99836818	10.4616742
15838	6.83	51.00377819	19.90706244
15839	8.85	51.00858157	-37.28328689
15840	6.14	51.0096373	-69.62460615
15841	10.99	51.01488807	13.05498764
15842	7.85	51.01608879	-26.03668227
15843	6.93	51.0187044	74.1709902
15844	10.38	51.02699936	23.78502671
15845	7.2	51.02651881	-41.23188388
15846	10.81	51.02783943	68.77153822
15847	7.14	51.03259362	-20.93135323
15848	9.21	51.03974063	-15.17165193
15849	9.16	51.04158824	35.76221187
15850	6.03	51.04220723	12.62959039
15851	8.75	51.0489719	70.26211738
15852	9.1	51.05503114	67.45656369
15853	8.38	51.05911181	61.53856985
15854	8.1	51.05964961	17.54958637
15855	7.74	51.06235103	67.4551708
15856	9.15	51.06313151	0.24465545
15857	8.84	51.06420336	11.86099576
15858	8.42	51.06453312	1.35666397
15859	7.09	51.0675952	-24.30072453
15860	7.83	51.07182635	-45.09675368
15861	5.5	51.07697877	24.72406291
15862	9	51.07991114	49.22125477
15863	1.79	51.08070979	49.86117959
15864	9.49	51.08932941	-8.9081299
15865	8.44	51.08998833	-18.47344413
15866	7.35	51.09797825	-31.12674721
15867	7.44	51.09800142	-57.55110899
15868	7.51	51.10306274	-15.65383943
15869	6.87	51.10255477	-13.99295105
15870	6.07	51.10881896	20.80348891
15871	7.36	51.1103509	40.04384482
15872	9.48	51.1124941	3.86454201
15873	9.38	51.11620872	-6.1443998
15874	8.17	51.11845827	-45.85353782
15875	10.28	51.11922388	6.98501588
15876	5.78	51.12375599	33.53596183
15877	8.65	51.12433241	34.2861006
15878	7.88	51.12515015	49.13990502
15880	8.28	51.13590719	-3.53503082
15879	9.21	51.13643254	-61.8253118
15881	9.24	51.14208438	-46.85047027
15882	6.91	51.14367666	22.04031727
15883	7.05	51.14394096	-45.66387525
15884	6.5	51.15084494	-51.06265748
15885	8.6	51.15122188	27.94184336
15886	6.8	51.15372358	-76.74628904
15887	9.24	51.15697547	44.15496584
15888	8.57	51.15733485	-44.6983959
15889	8.93	51.16351685	31.40761109
15890	5.13	51.16898714	64.5859965
15891	8.51	51.17403079	-50.00592211
15892	9.28	51.17692997	53.17256969
15893	8.94	51.17852534	-63.03829491
15894	8.18	51.18598942	14.97383621
15895	7.87	51.18710398	40.76086036
15896	10.4	51.18882513	64.68947379
15897	7.78	51.19275669	9.80786202
15898	9.91	51.19620764	48.41166139
15899	8.77	51.2026372	65.45792891
15900	3.61	51.20330738	9.02886984
15902	7.12	51.20406667	28.6525458
15901	9.24	51.2041464	75.77561669
15903	9.1	51.2065529	54.0758797
15904	10.76	51.20983976	12.25658069
15905	9.39	51.21011292	-12.8429901
15906	9.68	51.21428113	14.01487885
15907	8.35	51.21442917	-25.7504429
15908	8.92	51.21531029	22.27819806
15909	10.69	51.21881513	-50.95178199
15910	8.48	51.21967318	-68.33455021
15911	9.74	51.22966785	47.41501953
15912	8.16	51.22973658	-62.56293532
15913	9.29	51.23094508	-36.21140616
15914	8.35	51.23257708	1.97630055
15915	9.23	51.23515612	-13.56158608
15916	9.31	51.24154624	-12.00768972
15917	9.79	51.24364716	-46.46761322
15918	7.96	51.24728315	10.01004326
15919	7.86	51.24887853	-5.36375563
15920	7.86	51.25259028	-14.11607082
15921	8.37	51.25405309	-47.93508161
15922	7.29	51.26915203	10.97646078
15923	9.44	51.27861604	7.39344639
15924	8.46	51.28760383	-65.00530256
15926	8.73	51.28889041	-12.35522008
15925	6.52	51.2891103	41.25730125
15927	7.22	51.29020284	-4.47820256
15928	7.42	51.29414944	12.48537391
15929	8.44	51.29432648	-6.73568615
15930	7.26	51.29833583	-29.84308764
15931	8.54	51.30046497	-78.66621063
15932	7.85	51.3028731	-21.07263755
15933	7.16	51.30338839	-37.15268809
15934	9.43	51.30442151	42.12312623
15935	9.31	51.30419512	39.05142215
15936	8.75	51.30437112	9.6912046
15937	8.44	51.30571317	32.37944856
15938	10.79	51.30580179	4.87362582
15939	7.95	51.30841247	21.2140685
15940	7.98	51.31268038	-15.03923423
15941	7.96	51.31776243	60.48371094
15942	8.03	51.32175787	37.91871014
15943	6.85	51.32588779	58.69453756
15944	7.24	51.33134418	40.9533303
15945	9.46	51.3319156	56.84039458
15946	6.99	51.33462904	-4.65525397
15947	8.35	51.33489654	-45.27106267
15948	8.74	51.33644402	3.28180919
15949	9.1	51.34207038	36.01742931
15950	10.38	51.34440384	50.79427377
15951	7.91	51.34742151	15.82637506
15952	9.1	51.34848753	-24.57784641
15953	7.31	51.34966343	31.73109656
15954	8.69	51.35094292	17.74380881
15955	10.12	51.35351312	-1.15774743
15956	9.05	51.35375976	-1.15300199
15957	7.8	51.3539	-52.38165211
15958	9.36	51.35524139	25.95220439
15959	7.62	51.36102112	71.68474216
15960	9.5	51.3623686	8.42714425
15961	9.43	51.37896975	17.14261568
15962	9.54	51.37979705	-6.69558691
15963	8.96	51.39305593	-17.69844361
15964	7.85	51.39551435	-38.31258388
15965	9.54	51.39624227	-30.5512419
15966	9.3	51.39818564	-39.08732596
15967	10.35	51.3997115	-20.33431999
15968	5.96	51.40105329	-69.33643647
15969	7.4	51.40204197	-27.27248864
15970	10.09	51.40291258	47.02355997
15971	8.92	51.40692207	47.02065501
15972	7.5	51.40711281	45.5155612
15973	11.26	51.41540103	-42.98667657
15974	9.18	51.41705751	-85.9462171
15975	8.65	51.42438669	13.62135538
15976	8.25	51.43147175	52.75221353
15977	9.46	51.43326015	2.03349266
15978	7.65	51.43444679	5.93543471
15979	6.51	51.44957372	53.92152237
15980	8.47	51.44991911	25.87100879
15981	8.04	51.44987908	59.43246217
15982	9.04	51.4504704	52.34930006
15983	7.06	51.45762076	73.20743685
15984	9.21	51.45875304	30.93170574
15985	7.91	51.47013179	38.24281368
15986	7.46	51.48191148	53.32272054
15987	6.39	51.48267347	-35.92088538
15988	6.09	51.48908755	49.12075668
15989	8.41	51.49021625	-22.06361126
15990	8.5	51.4913267	-50.802468
15991	9.52	51.49991443	-9.44126629
15992	9.13	51.50441486	45.60022984
15993	9.44	51.50565845	8.26997568
15994	9.03	51.50699508	-76.61620759
15995	9.64	51.51269141	-3.36805578
15996	8.54	51.5137969	20.24556466
15997	8.91	51.51613209	42.88086846
15998	10.17	51.51782184	45.45790827
15999	7.92	51.51760524	45.29954631
16000	8.56	51.51789144	-0.64384174
16001	7.12	51.51862776	49.74558496
16002	8.2	51.51949284	-18.44060637
16003	8.78	51.52027461	5.53557333
16004	9.06	51.52173995	42.59328011
16005	9.01	51.53093354	-31.66123255
16006	9.09	51.53185713	-22.16085819
16008	8.46	51.53652915	12.481788
16007	10.1	51.53673806	14.29026648
16010	9.86	51.54446886	-22.90063827
16009	9.77	51.54477945	-48.74268916
16011	7.5	51.54522064	48.38404254
16012	7.88	51.54632178	-30.61780995
16013	8.88	51.5473551	-59.28482993
16014	8.96	51.54848127	-33.78270539
16015	6.33	51.54910178	-41.63693973
16016	8.64	51.54977829	-4.37175656
16017	8.71	51.55278786	-43.81666699
16018	9.12	51.56322959	-18.88990534
16019	7.55	51.56698768	56.14173657
16020	8.63	51.57116662	39.06735807
16021	8.68	51.5722131	-1.03507933
16022	8.94	51.57885508	-67.61619484
16023	9.1	51.58351148	-2.14275095
16024	8.29	51.58429399	-54.8932049
16025	8.47	51.58760145	35.3405751
16026	8.97	51.59144983	-59.29870751
16027	7.81	51.59236588	-42.83633414
16028	8.12	51.59387451	37.01319335
16029	5.93	51.59385319	-27.31747919
16030	7.59	51.60059917	-15.36320872
16031	9.62	51.60339528	-14.14283649
16032	8.24	51.60952129	2.16975446
16033	9.36	51.62495381	-35.59785163
16034	8.12	51.62795576	31.8215783
16035	9	51.63477105	-26.98599455
16036	8.17	51.63606622	47.26642427
16037	8.42	51.63773453	-40.56974797
16038	9.17	51.64036338	-43.6135684
16039	9.71	51.64208768	-53.16158362
16040	7.45	51.64279164	60.28150394
16041	7.27	51.64505669	63.19514645
16042	6.47	51.64745398	28.71508748
16043	8.4	51.64953994	57.40971584
16045	10.42	51.65001916	-1.10414813
16044	9.17	51.65008665	-5.46679568
16046	9.47	51.65511834	64.24913102
16047	7.64	51.66437897	50.8464993
16048	7.13	51.66883882	72.20602641
16049	9.23	51.67058686	-50.64251133
16050	9.62	51.67959205	6.65971797
16051	8.52	51.68011419	-62.82463526
16052	8.35	51.68369535	51.71069993
16053	7.48	51.68425167	-28.56091494
16054	9.29	51.68517252	-9.51905943
16055	9.01	51.6882397	-55.46752298
16056	9.66	51.69741831	-2.38655173
16057	7.56	51.70264112	60.40502889
16058	7.05	51.70516622	0.02617485
16059	8.22	51.71708875	-73.13307583
16060	7.18	51.72083836	66.21097836
16061	7.3	51.72376759	43.65571692
16062	10.07	51.72395332	-16.8652586
16063	11.27	51.72658354	-23.7319437
16064	11.13	51.73070613	-23.72618372
16065	7.66	51.73075786	-7.98235958
16066	8.68	51.73455276	3.46454136
16067	10.25	51.74066337	-22.08330932
16068	9.79	51.74138762	-63.5047085
16069	8.08	51.74677	-63.49910135
16070	9.06	51.74723587	-53.56404294
16071	8	51.74748076	24.82370285
16072	10.81	51.74905397	23.77665023
16073	8.51	51.75486791	-30.46390138
16074	10.27	51.75616	24.32710313
16075	6.76	51.75961676	34.42950404
16076	10.93	51.76283369	2.99942448
16077	6.54	51.76341193	18.75655408
16079	6.85	51.77153212	48.20550918
16078	9.82	51.77157087	-37.8881963
16080	8.12	51.77493162	-37.89055335
16081	8.83	51.77778516	63.81629233
16082	9.27	51.77824031	-56.42751324
16083	3.73	51.79230269	9.73267975
16084	7.68	51.80101623	-48.86256409
16085	7.95	51.80200974	-58.32368267
16086	7.4	51.80768267	2.28017406
16087	8.85	51.80840869	-50.46254788
16088	10.2	51.8088412	50.87885377
16089	8.77	51.80910179	-26.90949215
16090	11.78	51.80976899	27.3857431
16091	9.88	51.81747748	62.02536133
16092	7.89	51.81984381	-61.25914645
16093	9.16	51.82426558	-46.96717669
16095	6.29	51.82782415	12.73528891
16094	9.65	51.82803338	-36.26182387
16096	9.82	51.83780539	9.25614496
16097	9.26	51.84055371	-41.22085107
16098	8.49	51.84697687	-64.64918541
16099	9.02	51.8497346	-64.33093355
16100	9.52	51.85210491	56.88673102
16101	9.17	51.85574848	-51.79695234
16102	7.69	51.85880161	38.04233217
16103	7.9	51.8601354	59.19559491
16104	8.84	51.86210715	38.57790642
16105	9.02	51.86338304	-57.13833554
16106	8.6	51.86391361	-27.7468157
16107	8.18	51.87245635	34.80662329
16108	7.19	51.88313772	5.87043674
16109	9.17	51.88346243	19.18713283
16110	10.15	51.88468506	-16.56515488
16111	9.23	51.88851508	-15.21044044
16112	5.71	51.88925357	-35.68132348
16113	7.1	51.89549228	-39.88056707
16114	10.77	51.90015682	-54.8656996
16115	8.32	51.90491922	-73.43956536
16116	7.6	51.9066462	7.75047141
16117	8.08	51.90878014	16.6629851
16118	6.93	51.91237382	49.59991731
16119	10.97	51.91422063	22.89780791
16120	7.8	51.91609496	8.76520195
16121	7.72	51.91606416	-39.83332605
16122	10.6	51.91708927	4.98930332
16123	9.74	51.91926157	-8.43103857
16124	7.22	51.92234794	-14.36658025
16125	9.09	51.92297516	-32.24174462
16126	9.15	51.92663416	44.17679983
16127	9.14	51.92737333	-27.4118604
16128	6.73	51.93243065	-43.85588628
16129	7.31	51.93821474	83.52831654
16130	9.88	51.94317131	-21.3974143
16131	8.05	51.94867106	-84.71557598
16132	7.85	51.9566202	24.18275289
16133	7.85	51.96341514	20.92515953
16134	8.39	51.96835905	-19.80448247
16135	10.17	51.97176795	46.24046814
16136	8.46	51.98043559	18.88233307
16137	7.27	51.98241571	47.73593178
16138	9.27	51.99001218	55.72735517
16139	9.66	51.99187132	-8.53850268
16140	7.41	51.9937749	-77.61325508
16141	7.89	51.99446396	-45.56116155
16142	5.74	52.00394674	-11.28659964
16143	6.72	52.00582708	20.46426112
16144	11.41	52.00967622	22.02307733
16145	9.12	52.00938708	41.67367031
16146	8.11	52.01221283	44.39015262
16147	4.99	52.01279024	49.06286627
16148	7.76	52.01336665	78.478802
16149	8.15	52.02987313	50.94035043
16150	11.76	52.03519176	17.16270228
16151	8.07	52.03654892	-2.47965094
16152	8.33	52.03811822	17.16752523
16153	7.39	52.03966332	-12.75399852
16154	7.52	52.04337198	32.81150274
16155	8.69	52.04560119	4.15209031
16156	6.49	52.04801874	-35.85342612
16157	9.16	52.05188777	-29.4277327
16158	8	52.05430955	7.30222016
16159	10.5	52.05606087	-13.39492123
16160	9.29	52.05770709	-41.03066961
16161	9.08	52.06170407	31.91407735
16162	8.16	52.06686868	-73.54969052
16163	6.69	52.07195271	-57.88222948
16164	9.65	52.07248428	29.86864616
16165	6.52	52.07591467	44.37723647
16166	9.32	52.07774923	-37.44730019
16167	8.03	52.0835193	-36.01310655
16168	5.72	52.08624888	33.80755744
16169	8.23	52.08785314	-6.53092268
16170	9.16	52.08707877	29.79923976
16171	7.53	52.08867195	26.27063413
16172	8.13	52.09147966	-4.56251977
16173	10.42	52.09517404	78.72406057
16174	8.59	52.0939561	22.0590764
16175	9.07	52.09419668	34.73161928
16176	11.14	52.09486893	16.08129882
16177	6.49	52.09829707	60.25567207
16178	9.68	52.10177325	5.9858735
16179	8.42	52.10519197	74.95184591
16180	9.03	52.11067859	-26.61076686
16181	6.03	52.11069654	22.8040063
16182	7.15	52.11448188	-13.20929487
16183	7.51	52.1210585	59.90664743
16184	9.26	52.12267965	-41.20506349
16185	8.69	52.12289322	57.67165993
16186	7.04	52.1258016	40.17102637
16187	8.73	52.12821536	-25.70003143
16188	7.21	52.13800074	43.75359014
16189	8.99	52.13897916	-41.60848276
16190	7.77	52.14076764	-80.70900904
16191	9.14	52.14804221	87.3946965
16192	10.29	52.14948423	-30.56772289
16193	6.74	52.15142165	11.39052905
16194	8.33	52.16150452	-61.18952994
16195	8.31	52.16330911	62.49299927
16197	8.56	52.1683732	-18.37671029
16196	7.61	52.16840765	50.4364357
16198	8.74	52.17016717	-3.21483705
16199	8.09	52.17125175	47.37234249
16200	9.4	52.17716539	43.84818466
16201	7.68	52.17930907	4.35710839
16202	9.11	52.18055219	-33.20750457
16203	7.06	52.1943809	30.37534311
16204	9.34	52.19544958	-59.97669682
16205	7.33	52.20068666	20.62407902
16206	7.14	52.20423602	35.80747032
16207	8.3	52.20434084	-10.17001563
16208	9.66	52.20618782	-83.38480536
16210	5.58	52.21803058	49.84838373
16209	11.1	52.22141602	37.38244528
16211	7.47	52.22355907	49.07032385
16213	7.35	52.22546398	69.28282529
16212	10.1	52.22559444	-19.97976981
16214	8.7	52.22702228	-0.41753252
16215	7.16	52.22786527	-33.65529787
16216	11.41	            	
16217	8.39	52.23625742	26.30863193
16218	10.23	            	
16219	9.12	52.23791447	5.14187054
16220	7.32	52.23845679	40.18646864
16221	7.38	52.2437998	14.99678743
16222	8.15	52.24418104	-63.96174564
16223	9.65	52.24866994	60.88194251
16224	9.45	52.25429805	11.73850248
16225	8.64	52.2554611	-24.89555313
16226	6.41	52.2658465	3.24870427
16227	11.81	52.26687745	1.66876385
16228	4.21	52.26722286	59.94033011
16229	9.66	52.26976419	-5.66525893
16230	8.89	52.27303244	54.5412645
16231	9.71	52.28526638	-9.32884106
16232	8.76	52.29723177	-38.01166459
16233	8.53	52.29808871	77.15623166
16234	8.8	52.30024667	-12.08614256
16235	7.13	52.30728749	45.04932057
16236	8.73	52.31250356	-34.35287409
16237	8.22	52.32240262	-21.37118582
16238	7.51	52.32517506	-10.55480409
16239	8.73	52.32676592	-31.67117348
16240	10.42	52.32770493	1.97540499
16241	8.33	52.3316143	16.19835851
16242	9.95	52.33248219	-11.67836708
16243	10.47	52.33240063	31.41584601
16244	4.67	52.34187591	49.50894827
16245	4.71	52.3444899	-62.93752748
16246	9.24	52.34238966	15.23254707
16247	9.15	52.34530953	-24.10085469
16248	9.6	52.3535922	-5.55472593
16249	7.84	52.35384028	69.45971164
16250	10.74	52.35536575	10.90038661
16251	7.28	52.35692475	-19.55437039
16252	6.21	52.35951399	46.93786821
16253	7.69	52.36031825	-42.46904025
16254	9.57	52.36479958	-39.13223146
16255	10.53	52.36743049	9.69080264
16256	9	52.37763545	-54.78207028
16257	9.3	52.38322868	-38.41663793
16258	8.92	52.38396926	43.2307133
16259	8.64	52.38699851	-16.99884506
16260	10.42	52.39026179	3.36498294
16261	6.88	52.39604168	-23.47572212
16262	11.23	52.39966051	0.26387554
16263	5.57	52.40011329	-12.67473686
16264	8.94	52.40057675	-28.56679088
16265	8.45	52.41116836	-21.420823
16267	9.06	52.41326852	84.04664857
16266	6.01	52.41307435	-6.80445784
16268	7.05	52.42736388	16.76233484
16269	8.52	52.43881934	5.80038108
16270	8.94	52.44022791	-14.42839907
16271	9.01	52.4464156	18.73837434
16272	8.79	52.44774322	-47.39272395
16273	10.65	52.45437726	13.41500636
16274	6.79	52.45442281	-22.50547536
16275	7.67	52.45828426	47.97681639
16276	8.35	52.46350801	84.03869378
16277	7.28	52.4661289	49.2134372
16278	8.73	52.46660967	-32.63828753
16279	8.64	52.47041659	-38.55961995
16280	9.78	52.47607857	65.06061645
16282	8.52	52.47796618	-23.745917
16281	4.55	52.47809925	58.87874967
16283	9.43	52.47954848	61.66941692
16284	8.97	52.47964961	-55.90021175
16285	5.76	52.479782	-42.63425613
16286	9.7	52.48492357	-19.62028943
16287	10.19	52.48746966	1.23982041
16288	9.03	52.48894004	-6.98798427
16289	7.22	52.49143267	-35.74862807
16290	5.68	52.49538877	-78.35184991
16291	8.34	52.49598741	-11.14657555
16292	5.09	52.50076524	55.45180834
16293	9.7	52.50134501	-6.28408447
16294	10.56	52.51550415	51.51214156
16295	8.2	52.52230647	24.19040761
16296	9	52.52479667	11.38752622
16297	7.95	52.52566134	75.25913566
16298	9.33	52.5301146	63.1252924
16299	8.87	52.53116252	-4.85489962
16301	8.74	52.53220288	-26.32558545
16300	7.52	52.5330898	-74.594145
16302	7.78	52.54508889	36.63829291
16303	6.14	52.54561557	59.36594666
16304	9.27	52.54819361	14.25272357
16305	9.51	52.55283332	24.48685655
16306	7.99	52.55419319	68.43348557
16307	7.05	52.55446609	55.37504469
16308	6.77	52.55529161	-11.64631444
16309	10.88	52.55590938	37.9895161
16310	6.12	52.55658128	-41.36993756
16311	9.39	52.55783641	1.0744189
16312	8.89	52.55909891	-23.74511186
16313	9.44	52.56147467	-2.97942737
16314	8.24	52.56386518	12.90179388
16315	11.86	52.56478891	-40.36756781
16316	7.28	52.57379841	52.89481258
16317	9.03	52.57780958	41.52370218
16318	8.8	52.58054334	48.49931764
16319	6.37	52.58081894	71.86389741
16320	7.88	52.59047507	-54.80820546
16321	11.18	52.59312489	-36.05375858
16322	5.14	52.60195391	11.33644221
16323	7.65	52.60598248	42.97971474
16324	10.4	52.60820308	-22.04845158
16325	7	52.60988152	10.45876625
16326	7.03	52.61243351	47.06327885
16327	8.88	52.61810774	54.29379064
16328	9.47	52.62618804	39.6581146
16329	8.29	52.62678694	20.10326266
16330	8.83	52.62895892	-68.19830015
16331	9.6	52.62923072	-15.85313131
16332	10.55	52.63406248	71.19207804
16333	8.14	52.63566098	-58.57368789
16334	8.97	52.64317035	2.07964313
16335	4.36	52.64368152	47.99521606
16336	8.46	52.64699453	44.83304374
16337	8.25	52.64789878	-30.33493954
16338	9.64	52.65253199	11.86742508
16339	5.98	52.6539753	-47.37512542
16340	5.82	52.65396132	48.10359644
16341	4.74	52.65440695	-5.07514548
16342	9.72	52.65544913	8.5747562
16343	9.54	52.65862447	40.31889339
16344	8.94	52.65948809	-33.53020073
16345	9.52	52.66001658	-42.52210277
16346	9.92	52.66083597	3.91650749
16347	7.56	52.66388946	-4.27328318
16348	7.45	52.66689682	-19.43558509
16349	7.81	52.66782961	-27.92201725
16350	6.86	52.66912787	-9.73024527
16351	9.51	52.66969832	53.66661377
16352	9.09	52.67421218	29.23883867
16353	8.49	52.67470019	-40.1188974
16354	9.94	52.67818602	-22.32162828
16355	8.43	52.68361165	-64.9867292
16356	7.69	52.68641005	5.51307696
16357	6.92	52.68790152	42.20243788
16358	5.93	52.68924968	6.188703
16359	8.67	52.68932614	14.29616088
16360	9.34	52.69113564	-1.78060244
16361	9	52.69169391	51.02992126
16362	7.03	52.69589385	5.36702797
16363	7.34	52.69858879	5.15262524
16364	7.39	52.70458251	-18.46614006
16365	7.71	52.70976664	-37.37229027
16366	8.93	52.71062334	-32.50543181
16367	9.08	52.71464316	43.9848441
16368	5.81	52.71544718	-66.48971397
16369	4.14	52.71824299	12.93667809
16370	6.79	52.71884159	-62.00794539
16371	9.74	52.72230705	-8.82076215
16372	8.49	52.7226592	8.36852208
16373	11.38	52.72963318	-29.43158115
16374	8.12	52.73375197	18.79941763
16375	9.31	52.74368324	-44.62385998
16376	9.04	52.74710593	29.61373762
16377	10.19	52.74897143	-0.12616775
16378	7.87	52.75327747	27.72429205
16379	8.03	52.75499696	-5.63017378
16380	7.61	52.75602202	7.19830809
16381	8.16	52.75733011	33.89299802
16382	7.94	52.75730031	27.11343071
16383	8.19	52.75961269	-26.62111942
16384	8.59	52.76010161	-17.16776423
16385	8.75	52.76109122	-40.51608287
16386	7.44	52.76443397	27.73154847
16387	8.93	52.76561575	-48.13711593
16389	6.64	52.76660396	-0.48120318
16388	8.62	52.76700966	39.64468693
16390	8.73	52.77027622	-2.24744065
16391	8.83	52.77081516	-46.61457763
16392	8.1	52.77224848	-72.37347216
16393	10.32	52.77617197	15.73609748
16394	7.37	52.77737535	50.48149247
16395	8.63	52.78230255	-70.47329235
16396	8.34	52.78354789	-64.65180356
16397	8.01	52.78464356	-66.2912389
16398	7.31	52.78807516	39.14773601
16399	8.77	52.78926715	13.57585128
16400	7.71	52.79557307	-13.49884681
16401	8	52.80604471	19.7835185
16402	8.01	52.80885573	-10.93152227
16403	8.61	52.81116689	49.70623875
16405	8.08	52.81426408	20.76807244
16404	9.91	52.82249691	66.73028342
16406	7.32	52.81533188	41.72645665
16407	8.12	52.81646452	25.25546521
16408	11.08	52.81819584	32.33039175
16409	7.12	52.8209186	-55.24920485
16410	6.99	52.83290239	27.57180504
16411	6.61	52.83647661	27.57182335
16413	9.9	52.83665465	-30.51631437
16412	8.6	52.83663688	58.49395975
16414	6.79	52.83800975	17.93817622
16415	8.47	52.84649508	-43.8335744
16416	8.19	52.85190286	17.81132935
16417	7.41	52.85193434	-59.85697837
16418	7.23	52.85222816	-33.54558016
16419	9.38	52.85347311	-51.54135662
16420	8.38	52.85392501	72.16990954
16421	8.89	52.85583949	2.66229358
16422	7.61	52.85641533	-16.77898016
16423	8.88	52.86809508	21.82190869
16424	6.29	52.87224804	49.20977059
16426	8.78	52.87576101	49.90207654
16425	6.5	52.87623108	40.75993425
16427	9.08	52.87809465	34.67952884
16428	9.49	52.87982778	22.50580537
16429	9.09	52.88200468	25.72157513
16430	6.77	52.88806073	47.86241653
16431	10.75	52.89010118	26.26547032
16432	8.15	52.89119497	72.01768733
16433	7.62	52.8956938	-31.67352797
16434	8.43	52.89875279	-50.104636
16435	7.86	52.90297418	-12.73477291
16436	7.17	52.91690657	-3.49767929
16437	7.32	52.92230951	78.0144688
16438	8.74	52.92409997	37.33140634
16439	8.99	52.92472296	-58.38838339
16440	8.07	52.92680509	23.64954492
16441	8.16	52.93247985	18.80012513
16442	9.16	52.93843335	-35.70297064
16443	8.35	52.94648767	-58.09967646
16444	7.82	52.94616258	36.48393055
16445	12.26	52.94640752	14.3215928
16446	8.45	52.95382772	-19.3160519
16447	6.41	52.95432412	49.401093
16448	7.98	52.97242174	56.4403719
16449	6.38	52.9735277	-25.61414914
16450	6.62	52.97477554	48.73514502
16451	8.91	52.9765714	-20.3680693
16452	8.22	52.9825261	48.58379979
16453	7.58	52.98798733	67.42519285
16454	8.45	52.99162183	-49.88693147
16455	9.21	52.9946511	49.87015796
16456	10.54	53.00198419	-3.70745091
16457	8.23	53.00296695	-65.64541857
16459	7.65	53.00607317	67.58561826
16458	9.36	53.00616718	67.59187126
16460	7.78	53.00770315	-52.47385733
16461	9.21	53.0078725	37.51476843
16462	9.29	53.01014932	-8.81102033
16463	7.54	53.01098535	-7.83998362
16464	7.66	53.01685825	7.56632442
16465	8.82	53.01941749	-29.01611095
16466	9.36	53.01985718	-21.24756719
16467	8.56	53.02123932	43.6698731
16468	7.88	53.02330576	-49.15886176
16469	8.6	53.02592445	16.72800316
16470	5.47	53.03583692	48.02347611
16471	7.16	53.03588094	62.26798974
16472	8.31	53.03674722	0.28840554
16473	7.27	53.03927444	42.74932275
16474	7.88	53.04054898	30.00608095
16475	8.52	53.04128019	-50.81959086
16476	9.3	53.04678778	37.38206165
16477	10.54	53.04819844	-8.12967934
16478	6.79	53.04975939	11.54242582
16479	8.3	53.05017038	3.87685873
16480	7.95	53.05430166	-32.30800685
16481	8.23	53.0549429	-31.57055085
16482	9.56	53.05965917	-42.91822563
16483	10.05	53.05998439	36.13570102
16484	7.92	53.0635139	-65.41434663
16485	7.31	53.06408007	-7.09011841
16490	7.24	53.06843928	44.84068638
16486	9.74	53.06923779	-7.09006247
16487	6.73	53.07334298	40.92073097
16488	9.61	53.08053902	4.6501277
16489	5.62	53.08385477	84.91103978
16491	9.68	53.0901592	63.81868918
16492	8.83	53.0938684	-33.50114365
16493	8.72	53.09381961	-34.96731841
16494	8.05	53.09944214	-8.60372373
16495	8.33	53.10335293	76.61742389
16496	8.29	53.1046931	-3.31335784
16497	8.33	53.10680097	12.36348562
16498	8.18	53.10794761	-4.36108889
16499	5.3	53.10941575	46.0568617
16500	7.03	53.10993863	-24.61641916
16501	8.52	53.10996823	-11.96518402
16502	8.47	53.11080789	52.06589526
16503	8.09	53.1111337	-25.65849885
16504	8.51	53.11312501	10.7381831
16505	8.42	53.11318842	20.17548385
16506	10.23	53.1328832	51.48958997
16507	7.75	53.13370392	31.64796052
16508	10.08	53.13791816	26.74641262
16509	5.67	53.14501173	-50.37864644
16510	9.96	53.14767624	-23.6287965
16511	5.76	53.14978818	9.37343822
16512	9.8	53.1529916	17.2689704
16513	8.57	53.15726735	28.36583877
16514	8.87	53.1587582	55.18527004
16515	7.82	53.16135618	3.14994567
16516	6.42	53.16240764	44.85575957
16517	7.29	53.16632373	35.65929404
16518	5.91	53.16673706	35.46172929
16519	8.98	53.17424217	-1.66769836
16520	8.69	53.17723094	-4.42031774
16521	9.47	53.17826602	-51.78901576
16522	7.3	53.18000527	-61.39405592
16523	7.56	53.18240747	-60.57428179
16524	8.7	53.18853861	54.25494742
16525	10.64	53.18970502	11.45311458
16527	7.51	53.19277588	-66.72947851
16526	9.24	53.19274361	-59.81151954
16528	8.46	53.20187535	-0.50268556
16529	8.88	53.20865894	23.69218452
16530	7.33	53.21282208	5.25459707
16531	6.42	53.21482385	-61.01687252
16532	8.52	53.22350707	15.54980933
16533	8.87	53.22913465	-45.54970053
