HIP	Vmag	_RA.icrs	_DE.icrs
 	mag	deg	deg
------	-----	------------	------------
56824	9.37	174.730372	-12.13845347
56825	9.15	174.7307947	23.80599795
56826	7.76	174.7355891	40.25187304
56827	7.77	174.7384392	41.14301868
56828	8.9	174.7406224	80.74353418
56829	8.22	174.74882	42.32880651
56830	6.4	174.7518415	-24.72109294
56831	8.52	174.7525792	-15.03225255
56832	7.6	174.7541694	6.05790228
56833	8.08	174.7636563	-63.4297388
56834	8.24	174.7643819	-24.3056976
56835	7.78	174.7734	-16.6122674
56836	9.56	174.7749786	-13.41472179
56837	8.45	174.775913	44.30563862
56838	10	174.7840112	-27.69621171
56839	7.15	174.7879573	-58.59773097
56840	8.01	174.7928531	17.83827552
56841	6.97	174.7944111	-57.7395267
56842	8.44	174.8024225	-51.89677992
56843	10.73	174.8077692	26.66073295
56844	9.49	174.8112327	58.1643409
56845	8.39	174.820278	-30.34895749
56846	8	174.8273327	-26.84446202
56847	9.05	174.8281764	-73.81316475
56848	8.63	174.8304918	-4.13727017
56849	8.18	174.8323435	68.85054515
56850	10.62	174.8389885	26.21023949
56851	7.87	174.8426511	-39.38544449
56852	7.61	174.8429061	-24.896425
56853	7.44	174.8458318	-51.42462883
56854	8.51	174.8481472	52.18761134
56855	10.55	174.8505441	52.18411945
56856	9.7	174.8534006	1.54538517
56857	8.98	174.8566581	-48.48156915
56858	8.37	174.8625061	16.53783029
56859	8.33	174.8685204	2.84654145
56860	7.78	174.8689394	25.3015072
56861	9.65	174.8717105	14.36972393
56863	7.42	174.8725938	-37.43144868
56862	5.01	174.8733043	-65.39776594
56864	6.8	174.8756896	-13.18436838
56865	8.3	174.8814834	21.31290528
56866	8.95	174.8845111	-52.54073012
56867	10.07	174.8889984	65.83265492
56869	9.43	174.8888558	-30.48384145
56868	8.67	174.888604	-52.72771832
56870	10.53	174.8931674	-14.07612691
56871	8.64	174.8956421	-57.26290805
56872	8.5	174.8968283	19.00016896
56873	9.16	174.9006619	-17.57118725
56874	9.59	174.9009748	53.76602639
56875	7.2	174.9020797	18.99673481
56876	7.82	174.9024581	-35.23253588
56877	8.63	174.9036165	-55.61309119
56878	8.23	174.9076882	26.95658569
56879	9.22	174.9081991	72.54999435
56880	9.02	174.9087198	-32.5990209
56881	10.78	174.9092795	45.94208188
56882	8.19	174.9109977	17.90429759
56883	7.39	174.914696	-9.46617597
56884	8.82	174.9158205	-4.9844683
56885	10.21	174.9211755	48.79266232
56886	8.32	174.9348351	44.51898882
56887	8.64	174.936293	-44.6417933
56888	7.48	174.9394797	-34.98203324
56889	10.94	174.9400485	31.0040918
56890	8.35	174.941001	-63.47781041
56891	8.51	174.9414475	4.88081209
56892	11.95	174.9425012	-40.8791437
56893	7.78	174.9436252	-45.97823869
56894	8.64	174.9441508	-64.70148077
56895	9.07	174.9552855	28.17796621
56896	9.19	174.9571116	-55.72086764
120082	7.52	174.9578117	45.15660649
56897	7.6	174.9581636	-63.47876413
56898	9.76	174.9597533	-47.96424767
56899	6.17	174.9597265	-16.62022945
56900	10.84	174.9600959	31.89072498
56901	6.21	174.9630062	-14.46852948
56902	7.25	174.9711826	-45.8039051
56903	9.89	174.9722183	-20.75246757
56904	6.67	174.9734882	-50.48598092
56905	11.59	174.9747611	59.69394889
56906	8.32	174.9757223	73.87114399
56907	8.58	174.9831049	-4.96081344
56908	6.84	174.9876266	-33.44990603
56909	6.65	174.9937448	-38.10836374
56910	8.88	174.9997147	-38.10875311
56911	8.8	175.0035419	-36.89835083
56912	7.92	175.0038052	-30.48001377
56913	7.24	175.0186597	-59.00205054
56914	10.92	175.0192496	29.0976883
56915	7.55	175.0203348	42.02569018
56916	8.12	175.0210084	82.08178558
56917	7.32	175.0286595	-61.18574269
56918	9.6	175.0293008	-48.91042749
56919	9.65	175.0313595	45.55876794
56920	6.88	175.0387533	23.70816015
56921	8.13	175.0527098	26.15349056
56922	4.7	175.0532881	-34.74465977
56923	8.4	175.0544559	68.2231391
56924	8.6	175.0562867	-43.74603999
56925	7.55	175.0568683	-39.14657041
56926	8.99	175.0586166	21.38609475
56927	8.16	175.0589237	36.47526994
56929	6.91	175.0672816	-62.43240422
56928	8.14	175.0671906	25.78482153
56930	9.66	175.0692581	9.51208653
56931	7.03	175.0698376	-28.49660457
56932	8.96	175.0728529	-3.31842689
56933	7.08	175.0775878	62.39652296
56934	12.47	            	
56935	7.78	175.0784896	55.3026695
56936	12.2	175.084615	67.25899297
56937	7.27	175.0852889	-69.67174445
56938	8.88	175.092673	1.59909665
56939	8.2	175.0945391	-49.16679265
56940	9.05	175.0985166	48.23671315
56941	6.87	175.1003336	0.95216406
56942	9.42	175.1064233	30.04666841
56943	8.22	175.1100726	-62.19827323
56944	6.35	175.1142902	57.97040442
56945	8.72	175.1162134	-19.45507449
56946	10.94	175.1170828	-47.52322811
56947	8.94	175.1191714	11.19515189
56949	9.04	175.1194024	-18.1781222
56948	8.67	175.1186793	69.00850138
56950	8.07	175.1212258	-64.46427025
56951	7.52	175.1219254	5.13994271
56952	8.56	175.1257246	-1.83765687
56953	8.39	175.1259104	-46.56151147
56954	10.32	175.1271238	9.12908961
56955	8.5	175.1285414	3.6541202
56956	9.15	175.1345956	-69.21520151
56957	8.38	175.1389712	-60.47675148
56958	8.64	175.1488803	12.80610961
56959	8.77	175.1518281	33.68620994
56960	7.41	175.1524476	-8.40565426
56961	6.32	175.1541801	-62.56810194
56962	9.47	175.1596821	22.37144936
56963	7.83	175.1607762	-49.50919054
56964	8.31	175.1611593	21.03631318
56965	9	175.1620524	-30.13834766
56966	8.84	175.1695101	-58.10434307
56967	8.31	175.1711305	-38.57585002
56968	7.34	175.173144	8.67219701
56969	9.28	175.1744963	31.33806341
56970	5.95	175.1770062	-53.96860677
56971	9.13	175.1782181	-34.25755044
56972	9.34	175.1798076	-48.76896812
56973	9.19	175.1899709	17.71440071
56974	10.17	175.1931342	51.99817037
56975	5.26	175.1961138	21.35272958
56976	8.45	175.2016353	13.07805553
56977	8.59	175.2029366	-8.84673074
56978	8.56	175.2085473	-71.65570883
56979	7.89	175.2112331	60.1064583
56980	7.29	175.2120739	-9.91740808
56981	8.96	175.2125554	17.01214919
56982	7.92	175.2144266	-5.19866635
56983	12.06	175.2157237	47.6812314
56984	8.55	175.2194751	-42.73661573
56985	7.76	175.2204066	-55.09846975
56986	4.93	175.2234748	-62.09010138
56987	9.61	175.2273548	-12.20259741
56988	7.18	175.2329102	-0.67433114
56989	8.78	175.2345544	-2.7794892
56990	9.94	175.2401788	34.92973172
56991	8.88	175.2438876	-62.69247822
56992	6.96	175.2450219	-55.57383542
56993	7.42	175.2509523	-54.54876645
56994	10.58	175.25218	-0.03528246
56995	8.24	175.2563596	-26.23904337
56996	6.32	175.2554484	-83.09993689
56998	7.77	175.2602944	-44.40518911
56997	5.31	175.2625638	34.20163549
56999	8.94	175.2740399	10.80905045
57000	7.03	175.274887	60.84251079
57001	6.44	175.2849977	-29.19627393
57002	9.64	175.2887166	75.47263935
57003	6.99	175.2902027	-17.70534272
57004	6.78	175.2937491	-61.1410659
57005	7.58	175.2951082	-16.68313435
57006	7.74	175.2998794	-50.19352018
57007	9.12	175.3045014	13.7854349
57008	8.36	175.3084993	24.80594829
57009	10.31	175.3194133	-33.70922216
57010	9.01	175.3268464	-50.20332517
57011	8.39	175.3278446	-1.77816534
57012	8.4	175.328271	-34.49970108
57013	5.54	175.3324588	-43.09566688
57014	7.98	175.3356453	44.00758085
57015	8.11	175.3419276	68.95148001
57016	7.08	175.3438136	-35.60369419
57017	7.53	175.3436587	-26.66719162
57018	9.21	175.3549384	-56.72259019
57019	9.41	175.3553422	58.93227451
57020	8.88	175.3574879	58.92388415
57021	6.86	175.3593432	-41.01826107
57022	9.36	175.3661123	0.95038106
57023	10.07	175.3723565	52.86511745
57024	8.63	175.3797151	27.62694494
57025	8.66	175.382064	51.98199846
57026	9.23	175.3855592	42.88486225
57027	6.93	175.3857114	-77.05469279
57028	8.73	175.389161	3.85050144
57029	5.73	175.3927468	31.74605794
57030	8.8	175.3945694	19.53074943
57031	9.28	175.4022651	56.71190954
57032	8.42	175.4072928	-67.91437211
57033	7.24	175.4083589	-63.82938122
57034	7.99	175.4091512	4.59054291
57035	9.87	175.410035	28.85512704
57036	9.07	175.4147264	20.40582119
57038	7.88	175.417165	44.19504482
57039	10.57	175.4176283	-23.1991097
57040	10.76	175.4183568	9.73326832
57041	8.12	175.4219745	-58.74065492
57042	9.24	175.4251319	0.99361831
57043	7.95	175.426521	-71.50635306
57044	9.23	175.4292787	56.45351924
57045	6.28	175.4312381	55.17201108
57046	8.98	175.4314157	-7.22133784
57047	5.2	175.433119	-32.4994036
57048	8.98	175.4350502	65.68759827
57049	7.22	175.4359015	-9.07676346
57037	10.84	            	
57050	11.86	175.4359708	42.75197375
57051	9.26	175.4377135	-6.68452353
57052	7.38	175.4386126	-50.6254743
57053	6.92	175.4430903	41.23758166
57054	8.55	175.4481185	-57.56609999
57055	11.69	175.4518868	58.82746106
57056	8.29	175.4552303	-22.65277348
57057	7.82	175.4558563	-63.41456827
57058	9.59	175.4566244	5.14068648
57059	9.22	175.4554807	-40.57364405
57060	9.65	175.4582399	42.45073906
57061	8.39	175.4665469	25.92648954
57062	8.6	175.469546	-6.94251437
57063	9.02	175.4733318	15.80017085
57064	6.82	175.4738188	-60.23080908
57065	8.18	175.4773709	-75.1179786
57066	7.89	175.4786483	-44.10347129
57067	8.01	175.4793228	-63.79537544
57068	9.4	175.4852028	14.53224788
57070	8.83	175.4869464	23.45058224
57069	8.06	175.486937	34.30810965
57071	9.94	175.4889299	6.8068453
57072	6.9	175.4915176	-24.38580248
57073	7.68	175.4955756	-46.35042982
57074	7.97	175.4988799	-45.64906831
57075	9.28	175.5022334	37.35044117
57076	8.83	175.505152	-58.00268307
57077	9.68	175.5093276	-3.04197018
57078	7.6	175.5106654	-17.01650555
57079	6.21	175.5147026	-20.29416752
57080	7.08	175.5165078	12.28491479
57081	10.19	175.5165417	-46.32892578
57082	6.65	175.5216189	22.21105633
57083	7.28	175.53056	4.74734159
57084	8.64	175.537903	2.87837638
57085	11.6	175.5411058	-31.43031599
57086	10.08	175.5427661	-48.20807346
57087	10.67	175.5462256	26.70656992
57088	9	175.5491055	-38.34194759
57089	9	175.5554674	44.14166198
57090	9	175.557232	39.65964206
57091	10.45	175.5605273	39.65763901
57092	6.48	175.5621619	-75.2273171
57093	8.76	175.5618261	-59.26001773
57094	8.78	175.5654305	80.58068842
57095	9.63	175.5682394	-41.923122
57097	7.08	175.5699891	-57.56510367
57096	8.53	175.57031	-49.54423084
57098	9.57	175.5763012	36.74157057
57099	11.58	175.5765732	23.02686053
57100	8.19	175.5784396	-48.17310237
57101	8.78	175.580465	-54.53529624
57102	9.2	175.5813827	-13.22112294
57103	10.61	175.5845316	26.76030221
57104	10.24	175.596783	40.47926112
57105	9.07	175.6042398	-11.51796775
57106	8.7	175.6056179	-62.47707577
57107	6.94	175.6064242	2.36211108
57108	7.31	175.6088259	-63.14237245
57109	8.48	175.6145087	5.50544198
57110	8.88	175.6179927	-42.57665175
57111	5.32	175.6181728	66.74490614
57112	9.02	175.6265181	23.90657206
57113	11.43	175.6310538	-42.88085429
57114	9.1	175.6317468	46.50660366
57115	10.11	175.6315063	53.31182274
57116	7.77	175.6352446	-4.64926266
57117	8.09	175.6441051	43.78943772
57118	7.44	175.6476764	-29.63952063
57119	9.18	175.6539635	-0.93826386
57120	9.48	175.6562661	-66.21440447
57121	9.14	175.6591836	18.77343431
57122	8.67	175.6696591	11.86404175
57123	9.89	175.6761197	71.37762996
57124	9.39	175.6793019	8.31249084
57125	8.44	175.6821726	40.90003663
57126	7.39	175.6833801	18.24204791
57127	8.97	175.6844694	-41.11340962
57128	8.6	175.6937093	32.72590187
57129	9.32	175.7003354	-35.81597387
57130	11.68	175.7009101	-58.99339607
57131	8.25	175.7029878	49.95902235
57132	8.16	175.7029604	-9.34176136
57133	7.55	175.7080226	-3.54512074
57134	8.82	175.7123507	21.08040743
57135	8.88	175.7170676	55.29296785
57136	8.55	175.7237582	6.38312814
57137	6.38	175.7288884	-79.30638929
57138	7.45	175.7374434	-9.11995214
57139	12.17	175.7384557	8.20900564
57140	8.93	175.7594477	51.92669052
57141	9.95	175.7717405	50.40966008
57142	8.02	175.7745773	-52.44317921
57143	7.11	175.7821459	-72.44554036
57144	7.47	175.7935782	56.01974923
57145	7.92	175.7950658	-65.37890013
57146	9.64	175.7995819	-39.43264515
57148	8.33	175.8036499	-39.43880419
57149	10.2	175.8057403	-34.53400513
57150	9.02	175.8094466	13.60832161
57151	8.7	175.8171742	20.37052121
57152	9.52	175.8209648	0.76303137
57153	8.87	175.8223055	-35.7380735
57154	8.71	175.8233712	-45.09496945
57155	8.56	175.8266529	-20.79349323
57156	9.41	175.8271265	50.61048454
57157	8.45	175.8293127	-51.81912085
57158	7.83	175.832937	0.18519307
57159	8.83	175.836396	10.42354723
57160	7.69	175.845279	28.0552213
57161	7.05	175.8457365	-19.82329488
57162	7.99	175.8465198	-54.30582349
57163	9.04	175.8516419	10.98514701
57164	8.46	175.8555831	-5.44038109
57165	5.98	175.8632802	-37.19015528
57166	8.53	175.8650991	18.25616649
57167	8.07	175.8651168	27.56844431
57168	9.22	175.8665828	56.94519679
57169	8.39	175.8688751	37.24074462
57170	8.36	175.8738835	-33.88575641
57171	8.49	175.8744909	-31.02281772
57172	8.21	175.8754644	-58.00688689
57173	6.93	175.87784	-15.04282477
57174	8.56	175.8780329	-44.99483226
57175	5	175.8799684	-62.48939579
57176	6.79	175.8800306	31.76203967
57177	9.02	175.8855782	-39.683221
57178	9.06	175.8869976	29.0442764
57179	6.85	175.889012	-52.6196602
57180	9.39	175.8906154	-9.17665146
57181	8.3	175.8923347	-14.02017759
57182	7.95	175.8946351	-55.19557794
57183	8.59	175.8963521	10.69454323
57184	8.69	175.8974521	-60.13286566
57185	8.59	175.8987253	-18.09737409
57186	9.47	175.900001	-47.11046492
57187	8.48	175.9014671	-24.21574671
57188	8.43	175.9018536	-56.77117066
57189	6.99	175.9026234	-68.478725
57190	10.82	175.9038609	-47.11395801
57192	6.61	175.9039531	-80.48347804
57191	6.71	175.9048478	41.72245332
57193	10.03	175.9020041	79.02511663
57194	8.85	175.9111906	66.85664898
57195	9.15	175.9144431	64.19011523
57196	9.1	175.9330887	-25.66389761
57197	8.94	175.9402842	-52.48642895
57198	7.4	175.94602	24.01033042
57199	7.32	175.9459901	-21.0382974
57200	8.39	175.9467344	-29.67943648
57201	7.63	175.9473189	-38.91972067
57203	7.4	175.9486692	52.39512148
57202	9.42	175.9484923	18.52243204
57204	8.01	175.9498049	16.32324356
57205	11.13	175.9510537	32.55534182
57206	8.68	175.9536916	31.7580123
57207	9.14	175.9574355	-35.24799693
57208	9.03	175.9593784	-2.34693165
57209	8.02	175.9621502	58.41104547
57210	8.8	175.9669182	-68.96696987
57211	6.1	175.9701728	-62.87827998
57212	8.69	175.9770609	-60.00712553
57213	6.88	175.9795391	-9.13240441
57214	6.05	175.9796689	-6.67716207
57215	8.72	175.9808019	-18.56266318
57216	8.31	175.9826139	-52.59966956
57217	6.97	175.9858617	-29.74770694
57218	8.4	175.9917778	-10.62760934
57219	8.11	175.999274	10.68590333
57220	9.78	176.0004585	60.74851876
57221	8.21	176.0011655	64.96419776
57223	8.77	176.002321	40.08272381
57222	10.15	176.0022518	-43.53373278
57224	9.5	176.0029091	17.40989382
57225	7.94	176.0074866	-36.30052833
57226	8.7	176.0089397	-58.27794229
57228	8.76	176.0134101	10.33695345
57227	10.19	176.0130491	-33.3798242
57229	8.89	176.0150841	-10.77272958
57230	8.41	176.0151983	-60.4594343
57231	8.25	176.0170453	-15.45580493
57232	7.54	176.017026	-4.80725091
57233	9.57	176.0179088	-47.97041374
57234	8.06	176.0310022	29.58011009
57235	9.34	176.0315415	-26.46662749
57236	8.83	176.0373667	-17.13334761
57237	8.2	176.0374839	-45.57855514
57238	8.49	176.0407616	-53.74842386
57239	7.9	176.054472	29.89541749
57240	6.02	176.054846	25.21832748
57241	10.02	176.0597137	59.62577249
57242	7.77	176.0694028	44.49070984
57243	9.3	176.0727834	-27.4284876
57244	12.02	176.0732252	40.53832509
57245	8.62	176.0767823	39.00681985
57246	8.26	176.0795217	-31.62563104
57247	8.89	176.0815881	-73.30427785
57248	10.73	176.0821317	36.20698491
57249	9.91	176.0834186	14.9616218
57250	7.86	176.0842512	38.52763811
57251	9.23	176.0846845	37.52856727
57252	12.09	176.0914179	-42.66183022
57253	6.85	176.0990465	-20.69576584
57254	10.03	176.099907	-51.47123254
57255	8.56	176.1174381	21.37788982
57256	8.87	176.1180606	-8.08808909
57257	7.12	176.1218135	48.51641122
57258	8.4	176.1273219	8.27099018
57259	9.07	176.132374	-50.75847989
57260	8.97	176.1370189	-67.30524148
57261	7.83	176.1449145	82.32136014
57262	9.07	176.1453699	22.37780739
57265	10.38	176.1487698	25.53657714
57264	8.24	176.1502501	-1.38483361
57263	8.48	176.1504094	-77.81739795
57266	10	176.1513493	42.61549714
57267	9.12	176.1546994	-20.4152693
57268	8.82	176.1567494	-7.82152778
57269	8.91	176.1602639	-49.41743565
57270	7.75	176.1627232	-60.85059839
57271	7.97	176.1637741	-29.88489079
57272	8.77	176.1659109	53.66363858
57273	9.41	176.1680118	-52.52893222
57274	8.97	176.1706884	30.95929387
57275	7.63	176.1730249	-4.51085884
57276	9.39	176.176593	20.93536931
57277	7.04	176.1775617	73.14679777
57278	9.22	176.1813442	34.24140543
57279	7.04	176.1829364	28.67012065
57281	9.84	176.1865981	-11.47131646
57280	9.11	176.1872746	-41.80268925
57282	7.75	176.1888895	-55.81940083
57283	4.71	176.1907318	-18.35067436
57284	7.7	176.1921277	60.04707221
57285	8.7	176.1973384	-58.26477037
57286	11.01	176.1984578	-49.98246902
57287	7.52	176.1998009	-73.94318233
57288	9.64	176.2018862	-13.71499655
57289	8.85	176.2077896	-4.59289342
57290	9.03	176.2104438	37.92280648
57291	7.47	176.2102566	-58.70370955
57292	8.86	176.2116307	11.38552351
57293	7.6	176.213813	-55.46182018
57294	12.61	176.2143201	-75.0040684
57295	9.43	176.2173775	-2.0383912
57296	6.96	176.218379	-73.15053808
57297	7.45	176.2208696	-36.40988573
57298	9.81	176.2359898	27.66175521
57299	7.58	176.2399821	-51.57118641
57300	8.29	176.2432935	27.40713532
57301	9.76	176.2447958	-0.81551812
57302	8.59	176.2465255	3.07137033
57303	7.76	176.25084	66.86369703
57304	7.76	176.2526269	69.93132572
57305	8.53	176.2555808	2.35359643
57306	7.32	176.2557691	-0.5178485
57307	8.5	176.2559291	19.50012513
57308	10.2	176.2601547	33.5746914
57309	8.04	176.2650852	-31.77665909
57310	8.47	176.2662842	17.15998304
57311	9.79	176.2672777	57.80175708
57312	8.64	176.267661	78.22078641
57313	8.36	176.2677642	15.33543806
57314	9.29	176.2726275	38.32821525
57315	8.56	176.2730629	1.57872213
57316	9.1	176.2736722	-61.5173073
57317	8.57	176.2800793	0.90946274
57318	9.54	176.2862714	21.54603397
57319	9.57	176.2932802	-50.63020161
57320	6.51	176.2975925	14.26333479
57321	9.36	176.2974506	-40.7460046
57322	6.26	176.3026494	-49.06984298
57323	8.45	176.3044545	53.94799257
57324	9.8	176.3062508	28.12334418
57325	8.66	176.3075847	-78.61628706
57326	8.09	176.3178808	43.21037454
57327	8.07	176.3195657	-52.15262596
57328	4.84	176.3209999	8.25811933
57329	9.98	176.3209773	46.50015959
57331	9.38	176.3221073	-57.57478167
57330	8.51	176.3235988	-6.5082439
57332	8.9	176.3269683	-34.81011154
57333	8.4	176.3277284	-74.87396985
57334	7.91	176.3309721	-65.99245174
57335	7.54	176.3376112	19.88919293
57336	9.33	176.341674	15.72893294
57337	9.52	176.3443548	15.78427607
57338	9.2	176.3487976	35.14691121
57339	7.06	176.3506991	7.03002975
57340	7	176.3542115	-40.51650215
57341	8.44	176.3580149	-28.37201829
57342	10.8	176.3570805	-55.6918249
57343	8.79	176.3598269	-22.23516413
57344	7.89	176.3642712	-37.62245644
57345	7.81	176.3670592	-21.47398671
57346	11.17	176.3677549	44.68364403
57347	8.52	176.3688736	-71.60349845
57348	10.56	176.3717098	72.24953835
57349	8.06	176.3771166	47.66687857
57350	8.78	176.3805785	65.5409851
57351	8.4	176.3812356	25.11101282
57352	7.99	176.3832451	-71.24492363
57353	8.81	176.3839584	45.6036349
57356	8.16	176.3869869	30.49113901
57357	10.28	176.3870736	35.27914032
57358	8.8	176.3871061	-42.07888692
57355	9.63	176.3872316	45.60561595
57359	8.84	176.3877984	-49.00965798
57360	8.75	176.3926464	-46.06288554
57361	11.79	176.3934976	-20.35344347
57362	6.91	176.395999	35.89434713
57363	3.63	176.4017461	-66.72876272
57364	9.1	176.4044207	53.78615048
57365	7.81	176.4058624	-35.60534167
57366	8.15	176.4102506	-16.07810465
57367	11.5	176.4288355	-64.8415164
57368	8.02	176.414785	-30.95508635
57369	8.41	176.4201924	5.5002687
57370	8.07	176.4262167	2.82148336
57371	5.28	176.4332033	-45.69013378
57372	8.52	176.4333656	68.91871554
57373	10.57	176.4345811	25.96821547
57374	7.89	176.4359438	-76.86019841
57375	8.09	176.4366212	-52.69050557
57376	9.29	176.4433443	-31.97902944
57381	11.16	176.4441319	-53.6388386
57377	9.61	176.4473148	49.86424415
57378	7.68	176.4532398	6.94262198
57379	8.82	176.459834	13.61886925
57380	4.04	176.4648293	6.52937639
57382	8.23	176.4710582	-49.94902896
57383	7.85	176.4706959	58.027469
57384	8.69	176.4750504	36.29053327
57386	9.41	176.4813894	11.37087628
57385	10	176.4808339	47.54729869
57387	8.8	176.4839375	72.09569025
57388	8.85	176.4874843	-53.3158222
57389	8.03	176.4930768	39.39522958
57390	9.73	176.4937453	-60.53302411
57391	8.89	176.4950852	12.64328564
57392	8.93	176.4955455	-43.5837154
57393	8.7	176.49718	28.66902335
57394	11.74	176.4983775	-30.9128371
57395	11.6	176.4978483	30.23347849
57396	10.13	176.4999394	-51.33184098
57397	8.37	176.5004352	-55.04519074
57398	9.21	176.5128263	-56.33770671
57399	3.69	176.5125584	47.77940596
57400	9.49	176.5182267	26.84399651
57401	6.91	176.5262132	7.17419282
57402	8.51	176.5275681	-38.14740512
57403	8.85	176.5320047	-68.79720736
57404	9.09	176.5321812	-57.43951671
57405	8.57	176.5331843	-6.63907731
57406	7.68	176.5356842	50.56356462
57407	8.9	176.5383387	-7.76920055
57409	8.11	176.539413	-73.60396549
57408	8.64	176.5398987	39.40149408
57410	7.68	176.5403583	20.31923687
57411	7.54	176.5414281	-24.87347584
57412	10.09	176.5579185	29.0172808
57413	9.05	176.5598031	52.34886697
57414	8.48	176.5617109	-12.02538347
57415	9.25	176.5672656	-0.17190536
57416	9.15	176.5761632	-36.63697832
57417	8.83	176.57697	18.67949188
57419	7.65	176.5814522	-3.0024273
57418	8.84	176.5816149	-70.90400265
57420	9.84	176.5819353	24.61569578
57422	8.51	176.5878697	-5.34890211
57421	7.56	176.5877904	-27.96354678
57423	7.71	176.5921992	-34.75354914
57424	8.81	176.5922073	54.44994079
57425	9.64	176.5929968	9.07452729
57426	8.83	176.5955973	-56.37846225
57427	8.57	176.5965247	-55.66077538
57428	8.69	176.5980627	14.12398624
57429	9.52	176.6015423	63.04356017
57430	8.2	176.6029534	55.34155024
57431	7.63	176.6045369	51.93286651
57432	7.66	176.6137121	-58.03108293
57433	7.68	176.6147487	-24.97624043
57434	8.52	176.6158919	-70.91029272
57435	7.63	176.6177557	-54.17815356
57436	7.35	176.6217776	-24.48439973
57437	8.44	176.6248029	-23.07297129
57438	9.05	176.6265578	-65.59010445
57439	4.11	176.6284274	-61.17839852
57441	9.23	176.6290849	-28.77002677
57440	8.64	176.6293215	-60.22341086
57442	8.3	176.6314576	13.68884347
57443	4.89	176.6294666	-40.50035391
57444	7.91	176.64012	-30.92862226
57445	9.08	176.6441255	56.05564173
57446	8.18	176.6445581	59.20910315
57447	9.1	176.64787	-38.15014557
57448	9.86	176.6483825	-48.2386022
57449	9.16	176.6486911	30.42282251
57450	9.91	176.646475	50.88185642
57451	6.89	176.6516488	-64.76598
120413	10.51	            	
57452	9.05	176.6628048	-19.00703873
57453	9.01	176.6653693	-70.1237599
57454	9.26	176.6667587	-39.8456975
57455	7.69	176.6691176	-62.29510298
57456	7.57	176.6694844	-3.74240929
57457	8.77	176.6748902	-58.62978908
57458	8.71	176.6765405	-48.84311358
57460	8.15	176.6764765	-19.46976353
57459	11.68	176.6788116	-14.01438533
57461	8.67	176.6780333	-53.15851584
57462	8.51	176.6842689	-4.69558882
57463	10.77	176.6868177	6.17800942
57464	9.46	176.6868788	42.34356962
57465	9.37	176.6919506	59.83092072
57466	10.29	176.6926775	41.44507991
57467	7.88	176.6943546	3.47429272
57468	8.16	176.7039974	-21.47491666
57469	8.64	176.7081255	-29.35493603
57471	8.28	176.7110409	-47.47289248
57470	7.86	176.7112191	15.00194158
57473	10.61	176.7147502	-65.76105367
57472	9.06	176.7176789	-10.26737004
57474	8.02	176.718533	-61.04112009
57475	10.99	176.7239408	-65.76355556
57476	8.37	176.7283396	-61.69643119
57477	5.27	176.7317604	55.62819013
57478	9.06	176.7324596	30.61130013
57479	9.21	176.7340022	-41.29278875
57480	8.96	176.7382655	27.02300852
57481	11.75	176.7417501	-31.89903805
57482	8.78	176.7452723	-10.94908448
57484	8.18	176.7481282	-85.10764176
57483	10.6	176.7485074	53.28619209
57485	8.67	176.7501234	-1.62933781
57486	10.75	176.7520911	31.83573615
57487	9.4	176.7530881	53.28525619
57488	6.94	176.7537868	23.72047318
57489	8.38	176.7570728	-30.50174988
57490	8.36	176.7572377	4.89275131
57491	9.31	176.7584452	49.09429188
57492	9.14	176.7612622	78.71641097
57493	9.51	176.7645797	50.97180278
57494	9.03	176.7659764	-11.82404811
57495	7.56	176.7682875	64.39325248
57496	8.04	176.7741606	-33.5929048
57497	6.16	176.7793752	-35.90686201
57498	6.59	176.7824924	61.40185941
57499	10.14	176.7902	-49.48811563
57500	8.47	176.7908767	-5.18053932
57501	9	176.7944422	9.46998438
57502	7.64	176.7952286	-35.3969194
57503	8.13	176.7964566	19.3062859
57504	8.72	176.8075175	43.47109562
57505	7.67	176.8097337	-76.61791824
57506	7.94	176.8141834	12.66445326
57507	6.48	176.8158674	-30.28651019
57508	9.19	176.8175245	17.85725673
57509	10.34	176.8203403	34.60810207
57510	8.84	176.8206278	-67.62706686
57511	8.53	176.8257436	-62.43618452
57512	5.42	176.829755	-57.69649852
57513	7.85	176.8301926	24.42426591
57514	8.04	176.8302335	-29.49250033
57515	7.33	176.8329889	-25.96147341
57516	8.82	176.8335521	10.45726777
57517	8.48	176.8337056	27.39724834
57518	8.56	176.8348744	57.93384599
57519	9.06	176.8376243	-3.08518009
57520	10.99	176.8411098	-50.21153201
57521	9.31	176.8412054	-61.93377391
57522	6.82	176.8442125	-18.38068251
57523	8.03	176.8518523	85.53252174
57524	9.07	176.8522697	-49.88417306
57525	8.94	176.8570046	2.01332166
57526	7.32	176.8592159	-31.25477132
57527	9.05	176.8601981	13.38629277
57528	7.93	176.8625266	-19.19605846
57529	7.36	176.8683239	20.03375987
57530	11.13	176.8709424	4.27874694
57531	8.9	176.8720093	-71.76839118
57533	7.86	176.8739432	-33.89941889
57532	8.75	176.8764311	77.03993161
57534	10.02	176.8760718	49.78982064
57535	8.64	176.8772052	39.92786846
57536	7.97	176.8810944	-5.26362194
57537	8.56	176.8874183	43.16929134
57538	9.18	176.8887063	-6.46823882
57539	11.06	176.8935409	24.01664085
57540	9.93	176.8982845	22.98517825
57541	9.9	176.9003356	32.97191317
57542	7.58	176.9064939	-66.00720584
57543	8.23	176.907543	11.70831643
